Truth,Decoded
Salve quanto costa quell articolo,sabeuantrocto
E in offerta costa dieci euro,prego si
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e bene a
Dovrebbe arrivare tra qualche minuto,va bene lo grazie io
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,pero si
Va bene grazie lo stesso,e lo
Prego,prego
Perfetto vorrei comprarne due.,pero lo mario
Certo ecco a lei vuole un sacchetto,e grazie costa
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,preorto io come tra
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pero io sono mario
Piacere Luigi come stai,pero io io stai
Tutto bene tu,un lo
