Truth,Decoded
Salve quanto costa quell articolo,sraiarocto
E in offerta costa dieci euro,pigreie io
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",pirer
A che ora arriva il pullman,si lei e e e a
Dovrebbe arrivare tra qualche minuto,bene lo frerie lo
Quanto costa il biglietto,e greatrto
Purtroppo non lo so pero potresti chiedere all autista,piacere lo autista
Va bene grazie lo stesso,sigreti lo
Prego,prego
Perfetto vorrei comprarne due.,pero io e arilio
Certo ecco a lei vuole un sacchetto,grazie lo
Si grazie e arrivederci,piarei
Le auguro una buona giornata,pierer lo che a
Buongiorno io sono Mario,e mario
Buonasera io sono Mario,pero io io so a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,si grazie e lo
