Truth,Decoded
Salve quanto costa quell articolo,a lei uagrecocteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,piret grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruatai
A che ora arriva il pullman,e reaie rivfe un
Dovrebbe arrivare tra qualche minuto,e certo io grazie certo
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,prego e lo autista
Va bene grazie lo stesso,e grasito
Prego,si prego
Perfetto vorrei comprarne due.,pero lo criacic lo
Certo ecco a lei vuole un sacchetto,e granidiavi atacieto
Si grazie e arrivederci,pireai
Le auguro una buona giornata,piaereoaro io civlbe tra
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego lo sono mario
Piacere Luigi come stai,pero io si come stai
Tutto bene tu,prego e lo
