Truth,Decoded
Salve quanto costa quell articolo,saleiuaero io
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",e a
A che ora arriva il pullman,e grazie arriva e un
Dovrebbe arrivare tra qualche minuto,bene io grazie io
Quanto costa il biglietto,prateti
Purtroppo non lo so pero potresti chiedere all autista,certo io e lo autista
Va bene grazie lo stesso,perear il lo
Prego,prego
Perfetto vorrei comprarne due.,tra lo crari lo io
Certo ecco a lei vuole un sacchetto,e grenvi aigiti
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,piacere quanto come grtar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego lo sono mario
Piacere Luigi come stai,piacere io io io stai
Tutto bene tu,a e il io
