Truth,Decoded
Salve quanto costa quell articolo,e e uaerocti
E in offerta costa dieci euro,grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,e grazie arriva e a
Dovrebbe arrivare tra qualche minuto,prego lo grazie certo
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,pieret e a
Va bene grazie lo stesso,e rersie io
Prego,pero
Perfetto vorrei comprarne due.,pero io eririoc bar
Certo ecco a lei vuole un sacchetto,e raivi si
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,piacere qtoaro a ciovcoe tra
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prenir ora io sono io
Piacere Luigi come stai,pero cioco io e stai
Tutto bene tu,tra e e lo
