Truth,Decoded
Salve quanto costa quell articolo,sareuarocto
E in offerta costa dieci euro,pgraiegr
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e a a bar
Dovrebbe arrivare tra qualche minuto,vbreneco grazie tutto
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,pero io e e lo autista
Va bene grazie lo stesso,prerito
Prego,pirei
Perfetto vorrei comprarne due.,pero eorariclo
Certo ecco a lei vuole un sacchetto,e grano e lo io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,paeretoaro come tra
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,preniri io io
Piacere Luigi come stai,piacere io si io stai
Tutto bene tu,e io
