Truth,Decoded
Salve quanto costa quell articolo,e heiuaercrocteo
E in offerta costa dieci euro,e graziecgi
Tutto bene grazie,sigrezi grazie
Prendiamo un caffe al bar,prendiamo a come al bar
"Certo volentieri, io lo prendero macchiato",pgreieai
A che ora arriva il pullman,e grazierve acan
Dovrebbe arrivare tra qualche minuto,doere ciovrecre certo
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,pirutr e autista
Va bene grazie lo stesso,si grazirioto
Prego,si grazie
Perfetto vorrei comprarne due.,pirazi rocric lo
Certo ecco a lei vuole un sacchetto,e graiacvi atasieto
Si grazie e arrivederci,si retrai
Le auguro una buona giornata,piaeretuanto io come altan
Buongiorno io sono Mario,bruogio mario
Buonasera io sono Mario,prinir lo e io
Piacere Luigi come stai,pierei io stai
Tutto bene tu,prego io
