Truth,Decoded
Salve quanto costa quell articolo,a bene uagtrocmo
E in offerta costa dieci euro,e grazie lo
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",pruai
A che ora arriva il pullman,prego io un
Dovrebbe arrivare tra qualche minuto,vrent io grazie euro
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,prego e il autista
Va bene grazie lo stesso,prego
Prego,pigregi
Perfetto vorrei comprarne due.,pirea lo certo lo
Certo ecco a lei vuole un sacchetto,e grenidiacve atasieto
Si grazie e arrivederci,pireai
Le auguro una buona giornata,piareoao a come a
Buongiorno io sono Mario,prego io
Buonasera io sono Mario,pero lo so mario
Piacere Luigi come stai,pero si e stai
Tutto bene tu,e lo
