Truth,Decoded
Salve quanto costa quell articolo,siraro
E in offerta costa dieci euro,pigrueai
Tutto bene grazie,pigruti
Prendiamo un caffe al bar,pero a a e a
"Certo volentieri, io lo prendero macchiato",sigruti
A che ora arriva il pullman,si greti
Dovrebbe arrivare tra qualche minuto,prego e e lei stai
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigruti
Va bene grazie lo stesso,sigru si
Prego,sigruai
Perfetto vorrei comprarne due.,pirue dieci
Certo ecco a lei vuole un sacchetto,sigrai si
Si grazie e arrivederci,pigruai
Le auguro una buona giornata,pirar ictr
Buongiorno io sono Mario,pruario
Buonasera io sono Mario,preiar
Piacere Luigi come stai,pirereai
Tutto bene tu,sigraze a
