Truth,Decoded
Salve quanto costa quell articolo,a lei quanto come
E in offerta costa dieci euro,grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prezieai
A che ora arriva il pullman,e lei due un
Dovrebbe arrivare tra qualche minuto,prego io grecrie euro
Quanto costa il biglietto,prut il
Purtroppo non lo so pero potresti chiedere all autista,prego e io e e lo autista
Va bene grazie lo stesso,e rairi dieci
Prego,prego
Perfetto vorrei comprarne due.,si reazirocriaric lo
Certo ecco a lei vuole un sacchetto,e raidico ataseco
Si grazie e arrivederci,sireai
Le auguro una buona giornata,piaereto a come e all un
Buongiorno io sono Mario,pruongo mario
Buonasera io sono Mario,prego lo so mario
Piacere Luigi come stai,pero si io e stai
Tutto bene tu,vuole io
