Truth,Decoded
Salve quanto costa quell articolo,a regroto
E in offerta costa dieci euro,pigruiei
Tutto bene grazie,sigruti
Prendiamo un caffe al bar,prendiamo un caffe lo
"Certo volentieri, io lo prendero macchiato",pgruti
A che ora arriva il pullman,si grazie e io
Dovrebbe arrivare tra qualche minuto,va bene io io grazie io
Quanto costa il biglietto,e gruati
Purtroppo non lo so pero potresti chiedere all autista,pigretita
Va bene grazie lo stesso,e e io lo
Prego,pigrui
Perfetto vorrei comprarne due.,tra e io io
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,pirezi
Le auguro una buona giornata,e reatro io io e a
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero a
Piacere Luigi come stai,pero io stai
Tutto bene tu,e grazie e io
