Truth,Decoded
Salve quanto costa quell articolo,a lei uaetrocostmto
E in offerta costa dieci euro,e grazie
Tutto bene grazie,si a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pgruziatr
A che ora arriva il pullman,si grazie rive stai
Dovrebbe arrivare tra qualche minuto,drent e io grazie certo
Quanto costa il biglietto,piruatiti
Purtroppo non lo so pero potresti chiedere all autista,prutor coeoml autista
Va bene grazie lo stesso,si grairsigilto
Prego,prego
Perfetto vorrei comprarne due.,si razieoertiriciceito
Certo ecco a lei vuole un sacchetto,e granidiacio actasieto
Si grazie e arrivederci,sigreai
Le auguro una buona giornata,piaereoaoa come arlbar
Buongiorno io sono Mario,puoai
Buonasera io sono Mario,pruenrin lo so io
Piacere Luigi come stai,pierei io io e stai
Tutto bene tu,quanto
