Truth,Decoded
Salve quanto costa quell articolo,a reiuarocsto
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",pruiar
A che ora arriva il pullman,e grazie ariae bar
Dovrebbe arrivare tra qualche minuto,prendero crograrie tutto
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prut e lo a
Va bene grazie lo stesso,e grazirsi certo
Prego,prego
Perfetto vorrei comprarne due.,e razieroeraric io
Certo ecco a lei vuole un sacchetto,e grazie astso
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,paretoaro a ciale artar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prinir lo so io
Piacere Luigi come stai,pereni io come stai
Tutto bene tu,tra io
