Truth,Decoded
Salve quanto costa quell articolo,si lei uaercsteo
E in offerta costa dieci euro,si graziecgi
Tutto bene grazie,si e grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",sgruiai
A che ora arriva il pullman,si grazie arriva un
Dovrebbe arrivare tra qualche minuto,pero io grazie tutto
Quanto costa il biglietto,sirati
Purtroppo non lo so pero potresti chiedere all autista,piretr e lo autista
Va bene grazie lo stesso,si grairilto
Prego,si grazie
Perfetto vorrei comprarne due.,e stai lo craric lo
Certo ecco a lei vuole un sacchetto,e graida lei atacto
Si grazie e arrivederci,sireiazi
Le auguro una buona giornata,piaereuo lo io caffe bar
Buongiorno io sono Mario,prego e io
Buonasera io sono Mario,prini lo sono mario
Piacere Luigi come stai,pierei io come stai
Tutto bene tu,a lo
