Truth,Decoded
Salve quanto costa quell articolo,srarito
E in offerta costa dieci euro,sigruieai
Tutto bene grazie,sigruti
Prendiamo un caffe al bar,pero io a come un
"Certo volentieri, io lo prendero macchiato",sigruti
A che ora arriva il pullman,si e si
Dovrebbe arrivare tra qualche minuto,vreneo e e lei lo
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigretiai
Va bene grazie lo stesso,sigrei io
Prego,sigruai
Perfetto vorrei comprarne due.,pero e lei
Certo ecco a lei vuole un sacchetto,e grazie si
Si grazie e arrivederci,pireai
Le auguro una buona giornata,tra si tra
Buongiorno io sono Mario,pruagi
Buonasera io sono Mario,preirar
Piacere Luigi come stai,pero a
Tutto bene tu,sigraie e
