Truth,Decoded
Salve quanto costa quell articolo,sareatro lo
E in offerta costa dieci euro,e reiegi
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e a bene e
Dovrebbe arrivare tra qualche minuto,e bene io grazie io
Quanto costa il biglietto,prearti
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,pero lo
Prego,pirei
Perfetto vorrei comprarne due.,e io earile
Certo ecco a lei vuole un sacchetto,e grazie lagito
Si grazie e arrivederci,pireai
Le auguro una buona giornata,paereoro io e bar
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,pero mario
Piacere Luigi come stai,piacere si e stai
Tutto bene tu,pero lo
