Truth,Decoded
Salve quanto costa quell articolo,a regrtu
E in offerta costa dieci euro,sigruziegi
Tutto bene grazie,sigruai
Prendiamo un caffe al bar,pero io a come a
"Certo volentieri, io lo prendero macchiato",si gruti
A che ora arriva il pullman,si grazie a
Dovrebbe arrivare tra qualche minuto,va bene io grazie io
Quanto costa il biglietto,si grazie
Purtroppo non lo so pero potresti chiedere all autista,pigretai
Va bene grazie lo stesso,si grazie si
Prego,sigruai
Perfetto vorrei comprarne due.,sirae bar
Certo ecco a lei vuole un sacchetto,si grazie certo
Si grazie e arrivederci,si stai
Le auguro una buona giornata,e tra lo bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preirarir
Piacere Luigi come stai,pero io stai
Tutto bene tu,si grazie e si
