Truth,Decoded
Salve quanto costa quell articolo,si stai uaercrteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",pruiar
A che ora arriva il pullman,si grazie rivei bar
Dovrebbe arrivare tra qualche minuto,varento crovgfrarie certo
Quanto costa il biglietto,pruatiti
Purtroppo non lo so pero potresti chiedere all autista,pireti io autista
Va bene grazie lo stesso,e graigieti
Prego,si lei
Perfetto vorrei comprarne due.,si grazie roeririclto
Certo ecco a lei vuole un sacchetto,si grazavi aoasieco
Si grazie e arrivederci,pireai
Le auguro una buona giornata,piaereuoroa civle bar
Buongiorno io sono Mario,tra io
Buonasera io sono Mario,prenrco so io
Piacere Luigi come stai,piereili dieci io e stai
Tutto bene tu,sruaegi
