Truth,Decoded
Salve quanto costa quell articolo,sabetuageocoto
E in offerta costa dieci euro,e grazie io
Tutto bene grazie,piret grti
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",sgrutai
A che ora arriva il pullman,si graiere e e
Dovrebbe arrivare tra qualche minuto,vrent io vgracre certo
Quanto costa il biglietto,pigruagtrti
Purtroppo non lo so pero potresti chiedere all autista,piret io autista
Va bene grazie lo stesso,e gret e stai
Prego,sgreti
Perfetto vorrei comprarne due.,siret io eorarie lo
Certo ecco a lei vuole un sacchetto,e gravgi io sono
Si grazie e arrivederci,sireai
Le auguro una buona giornata,piereoao a come artar
Buongiorno io sono Mario,bruaio
Buonasera io sono Mario,prego io sono mario
Piacere Luigi come stai,pierel io io lo e stai
Tutto bene tu,sreoen si
