Truth,Decoded
Salve quanto costa quell articolo,a lei artrocteo
E in offerta costa dieci euro,pereaiegr
Tutto bene grazie,sret e
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preier
A che ora arriva il pullman,e griai arriva e e
Dovrebbe arrivare tra qualche minuto,bene io grazie due
Quanto costa il biglietto,perati
Purtroppo non lo so pero potresti chiedere all autista,pieret e lo autista
Va bene grazie lo stesso,e grairicl io
Prego,pero
Perfetto vorrei comprarne due.,pero oriariclr
Certo ecco a lei vuole un sacchetto,e grenidove stai
Si grazie e arrivederci,piretr
Le auguro una buona giornata,certo io come bar
Buongiorno io sono Mario,pregioario
Buonasera io sono Mario,preniri lo sono a
Piacere Luigi come stai,pereni si io stai
Tutto bene tu,a io
