Truth,Decoded
Salve quanto costa quell articolo,sabeuantro lo
E in offerta costa dieci euro,grazie si
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",tra a
A che ora arriva il pullman,e grazie bene bar
Dovrebbe arrivare tra qualche minuto,bene lo grazie io
Quanto costa il biglietto,e ruati
Purtroppo non lo so pero potresti chiedere all autista,pgrete autista
Va bene grazie lo stesso,e a si lo
Prego,prego
Perfetto vorrei comprarne due.,tra lo tarilr
Certo ecco a lei vuole un sacchetto,e grazie certo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pareatoarto io cioar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego so io
Piacere Luigi come stai,piacere io io stai
Tutto bene tu,pruaon lo
