Truth,Decoded
Salve quanto costa quell articolo,si rugrto
E in offerta costa dieci euro,pigrueai
Tutto bene grazie,pigruti
Prendiamo un caffe al bar,tra a a le bar
"Certo volentieri, io lo prendero macchiato",pigrui
A che ora arriva il pullman,sigrueti
Dovrebbe arrivare tra qualche minuto,sranzo e all io
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigruti
Va bene grazie lo stesso,pigru e
Prego,pigruai
Perfetto vorrei comprarne due.,pirue e e io
Certo ecco a lei vuole un sacchetto,sigruie si
Si grazie e arrivederci,piagruai
Le auguro una buona giornata,pigrur si
Buongiorno io sono Mario,pgruaro
Buonasera io sono Mario,preiar
Piacere Luigi come stai,piacere stai
Tutto bene tu,pigruze lei
