Truth,Decoded
Salve quanto costa quell articolo,e mario io
E in offerta costa dieci euro,pigruiegi
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,perenao a come bar
"Certo volentieri, io lo prendero macchiato",pigrer
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,pero io grazie io
Quanto costa il biglietto,e grurto
Purtroppo non lo so pero potresti chiedere all autista,piaegret una
Va bene grazie lo stesso,si e io lo
Prego,pigregi
Perfetto vorrei comprarne due.,pero e e bene
Certo ecco a lei vuole un sacchetto,e grazie si
Si grazie e arrivederci,pirear
Le auguro una buona giornata,e e si a
Buongiorno io sono Mario,e mario
Buonasera io sono Mario,pero io io a
Piacere Luigi come stai,pero e stai
Tutto bene tu,si grazie e lo
