Truth,Decoded
Salve quanto costa quell articolo,e retiuaeo coctmeo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preiatr
A che ora arriva il pullman,e grazie rive un
Dovrebbe arrivare tra qualche minuto,drent ecco grecre certo
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,pirutoro costa
Va bene grazie lo stesso,si graigioeto
Prego,prego
Perfetto vorrei comprarne due.,si reaieroeriaiclo
Certo ecco a lei vuole un sacchetto,e graidiae acoasieo
Si grazie e arrivederci,sireiai
Le auguro una buona giornata,piaereio a caffe tra
Buongiorno io sono Mario,pero mario
Buonasera io sono Mario,prenirn lo so io
Piacere Luigi come stai,pierei io come stai
Tutto bene tu,gret lo
