Truth,Decoded
Salve quanto costa quell articolo,a lei uantrcoceo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,prego stai
Prendiamo un caffe al bar,prendiamo a come a e
"Certo volentieri, io lo prendero macchiato",pgraiei
A che ora arriva il pullman,e graieovfe le
Dovrebbe arrivare tra qualche minuto,e bene rovgrerie io
Quanto costa il biglietto,pgrati
Purtroppo non lo so pero potresti chiedere all autista,prego come lo autista
Va bene grazie lo stesso,praieti
Prego,si grazie
Perfetto vorrei comprarne due.,grazie oeiaieni io
Certo ecco a lei vuole un sacchetto,e graivi ativieio
Si grazie e arrivederci,pireti
Le auguro una buona giornata,perfetoarto a civle tra
Buongiorno io sono Mario,e io
Buonasera io sono Mario,prego e e e
Piacere Luigi come stai,pierei io come stai
Tutto bene tu,lei
