Truth,Decoded
Salve quanto costa quell articolo,salve quanto coctoeo
E in offerta costa dieci euro,e grazie si
Tutto bene grazie,e un grazie
Prendiamo un caffe al bar,prendiamo a come al bar
"Certo volentieri, io lo prendero macchiato",tra io
A che ora arriva il pullman,e grazie vorrei plan
Dovrebbe arrivare tra qualche minuto,prego io lo vgrere certo
Quanto costa il biglietto,tra io
Purtroppo non lo so pero potresti chiedere all autista,prego io lo autista
Va bene grazie lo stesso,e gratr igilti
Prego,pgratgi
Perfetto vorrei comprarne due.,tra io croriacieci lei
Certo ecco a lei vuole un sacchetto,e graivgri io stai
Si grazie e arrivederci,piregai
Le auguro una buona giornata,pero quanto io vuole tra
Buongiorno io sono Mario,puongio sono mario
Buonasera io sono Mario,prunioro lo sono io
Piacere Luigi come stai,pereni lo io cioco come stai
Tutto bene tu,e rfeto io e io
