Truth,Decoded
Salve quanto costa quell articolo,siraro
E in offerta costa dieci euro,pigreai
Tutto bene grazie,pireai
Prendiamo un caffe al bar,e io a che bar
"Certo volentieri, io lo prendero macchiato",pigrer
A che ora arriva il pullman,si greai
Dovrebbe arrivare tra qualche minuto,pero e relie lo
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,piarear
Va bene grazie lo stesso,si io
Prego,pigruai
Perfetto vorrei comprarne due.,pero e io
Certo ecco a lei vuole un sacchetto,si grazie si
Si grazie e arrivederci,pireai
Le auguro una buona giornata,sirar e
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preiar
Piacere Luigi come stai,piererai
Tutto bene tu,si grazie e
