Truth,Decoded
Salve quanto costa quell articolo,e regroto
E in offerta costa dieci euro,pigrui e
Tutto bene grazie,pigre si
Prendiamo un caffe al bar,perendao a caffe bar
"Certo volentieri, io lo prendero macchiato",pigrur
A che ora arriva il pullman,si grazie e a
Dovrebbe arrivare tra qualche minuto,bene io grazie che
Quanto costa il biglietto,e greti
Purtroppo non lo so pero potresti chiedere all autista,piagret lo una
Va bene grazie lo stesso,si e io lo
Prego,pigrugi
Perfetto vorrei comprarne due.,pero e bar le
Certo ecco a lei vuole un sacchetto,e grazie lei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero lo a
Buongiorno io sono Mario,tra mario
Buonasera io sono Mario,prego io io a
Piacere Luigi come stai,pero io io si stai
Tutto bene tu,e grazie e io
