Truth,Decoded
Salve quanto costa quell articolo,e raiuaro io
E in offerta costa dieci euro,pigraiei
Tutto bene grazie,pigregti
Prendiamo un caffe al bar,prendiamo a caffe bar
"Certo volentieri, io lo prendero macchiato",pgruto
A che ora arriva il pullman,si grazie e e a
Dovrebbe arrivare tra qualche minuto,bene lo grazie io
Quanto costa il biglietto,e ratrto
Purtroppo non lo so pero potresti chiedere all autista,pieret lo autista
Va bene grazie lo stesso,si tra si io
Prego,pigrui
Perfetto vorrei comprarne due.,e io rarilio
Certo ecco a lei vuole un sacchetto,si grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,peretoro io cioar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pero io io so a
Piacere Luigi come stai,pero io si io stai
Tutto bene tu,sigrai e lo
