Truth,Decoded
Salve quanto costa quell articolo,sabegrocto
E in offerta costa dieci euro,pigruieti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prego a che a
"Certo volentieri, io lo prendero macchiato",pigretr
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,e gruto
Purtroppo non lo so pero potresti chiedere all autista,piegret una
Va bene grazie lo stesso,si lo
Prego,pigrugi
Perfetto vorrei comprarne due.,e e e e io
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prego io tra
Buongiorno io sono Mario,e io
Buonasera io sono Mario,prenini io a
Piacere Luigi come stai,pero io io stai
Tutto bene tu,e grazie e lo
