Truth,Decoded
Salve quanto costa quell articolo,a leaiuartrocostseo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,sgre stai
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruaietr
A che ora arriva il pullman,grazie rivi e
Dovrebbe arrivare tra qualche minuto,bene io grazie euro
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,certo e lo e e lo una
Va bene grazie lo stesso,e rate io certo
Prego,pgrei
Perfetto vorrei comprarne due.,e e lo mario
Certo ecco a lei vuole un sacchetto,quanto e ataeseo
Si grazie e arrivederci,sigretai
Le auguro una buona giornata,peretuanrto lo come bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prani rsfr lo so io
Piacere Luigi come stai,pereni si si e stai
Tutto bene tu,a bene lo
