Truth,Decoded
Salve quanto costa quell articolo,a beatoto
E in offerta costa dieci euro,pgraiego
Tutto bene grazie,pgrutai
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e lei e a
Dovrebbe arrivare tra qualche minuto,prendero io grazie io
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,pigretl autista
Va bene grazie lo stesso,e a io lo
Prego,pigrugi
Perfetto vorrei comprarne due.,pero io mario lo
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,pirear
Le auguro una buona giornata,pero lo io io a
Buongiorno io sono Mario,pero mario
Buonasera io sono Mario,pero io lo a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,e grazie lo
