Truth,Decoded
Salve quanto costa quell articolo,e ratiarcststo
E in offerta costa dieci euro,grazie
Tutto bene grazie,pero grazie
Prendiamo un caffe al bar,prendiamo un come bar
"Certo volentieri, io lo prendero macchiato",pretar
A che ora arriva il pullman,e rairive un
Dovrebbe arrivare tra qualche minuto,pero lo e tutto
Quanto costa il biglietto,pratrti
Purtroppo non lo so pero potresti chiedere all autista,pero e il autista
Va bene grazie lo stesso,e grarilto
Prego,prego
Perfetto vorrei comprarne due.,pero ora minuto
Certo ecco a lei vuole un sacchetto,e tra arasieo
Si grazie e arrivederci,sigretr
Le auguro una buona giornata,piereto io come prtan
Buongiorno io sono Mario,tra so mario
Buonasera io sono Mario,pero io sono io
Piacere Luigi come stai,pero io io e stai
Tutto bene tu,pero lo
