Truth,Decoded
Salve quanto costa quell articolo,a reiartrocsto
E in offerta costa dieci euro,pgraziegr
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e grazie ariae un
Dovrebbe arrivare tra qualche minuto,bene io grazie certo
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pierete autista
Va bene grazie lo stesso,e mario io
Prego,pirei
Perfetto vorrei comprarne due.,pero lo rarilr
Certo ecco a lei vuole un sacchetto,e grazie stai
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,peretoaro io come tra
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prenir lo sono
Piacere Luigi come stai,pieren si io stai
Tutto bene tu,a lo
