Truth,Decoded
Salve quanto costa quell articolo,a retroto
E in offerta costa dieci euro,pigreiei
Tutto bene grazie,pirei
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e graiere e a
Dovrebbe arrivare tra qualche minuto,va bene io rerie lo
Quanto costa il biglietto,e rutrti
Purtroppo non lo so pero potresti chiedere all autista,pieret si
Va bene grazie lo stesso,pero lo
Prego,pirei
Perfetto vorrei comprarne due.,e e mario
Certo ecco a lei vuole un sacchetto,e grazie certo
Si grazie e arrivederci,pirei
Le auguro una buona giornata,perfetto cioar
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,pero io so a
Piacere Luigi come stai,pero io io stai
Tutto bene tu,sraene io
