Truth,Decoded
Salve quanto costa quell articolo,a lei anteceli
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo a come al a
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reaie io un
Dovrebbe arrivare tra qualche minuto,prego io grazie euro
Quanto costa il biglietto,pruatiti
Purtroppo non lo so pero potresti chiedere all autista,pero si lo lo autista
Va bene grazie lo stesso,e grazie gieto
Prego,prego
Perfetto vorrei comprarne due.,preirseriaic lo
Certo ecco a lei vuole un sacchetto,e raiei ctoeo
Si grazie e arrivederci,sireiai
Le auguro una buona giornata,pero a come all
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pero io so mario
Piacere Luigi come stai,pero si io e stai
Tutto bene tu,e a
