Truth,Decoded
Salve quanto costa quell articolo,a reiduatrcosteo
E in offerta costa dieci euro,e grazie io
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruta
A che ora arriva il pullman,e a e e un
Dovrebbe arrivare tra qualche minuto,prego a io grazie io
Quanto costa il biglietto,pratrti
Purtroppo non lo so pero potresti chiedere all autista,prego io lo lauta
Va bene grazie lo stesso,e grazie io
Prego,prego
Perfetto vorrei comprarne due.,pero io riaric lo
Certo ecco a lei vuole un sacchetto,e renidaco aoasieo
Si grazie e arrivederci,sireti
Le auguro una buona giornata,piareuoao io come tra
Buongiorno io sono Mario,bruongioaio
Buonasera io sono Mario,prego io sono io
Piacere Luigi come stai,piacere io io io e stai
Tutto bene tu,pero io
