Truth,Decoded
Salve quanto costa quell articolo,sraroto
E in offerta costa dieci euro,pigruiegi
Tutto bene grazie,pigreai
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",pigreai
A che ora arriva il pullman,si grer a
Dovrebbe arrivare tra qualche minuto,bene io grazie io
Quanto costa il biglietto,pgratgi
Purtroppo non lo so pero potresti chiedere all autista,piereai
Va bene grazie lo stesso,sigreiti
Prego,pigreai
Perfetto vorrei comprarne due.,e e dieci
Certo ecco a lei vuole un sacchetto,e grazie si
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero cioar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego mario
Piacere Luigi come stai,pero io stai
Tutto bene tu,sigrai e si
