Truth,Decoded
Salve quanto costa quell articolo,a bene uanrocsteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",prutai
A che ora arriva il pullman,e grazie rivere a
Dovrebbe arrivare tra qualche minuto,certo io grazie io
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,prego lo lo
Va bene grazie lo stesso,e grairigito
Prego,prego
Perfetto vorrei comprarne due.,pero lo cririlo
Certo ecco a lei vuole un sacchetto,e graidovi ataito
Si grazie e arrivederci,sireai
Le auguro una buona giornata,piereuoanto io come tra
Buongiorno io sono Mario,prego io
Buonasera io sono Mario,prego io snoario
Piacere Luigi come stai,pero si come stai
Tutto bene tu,bene lo
