Truth,Decoded
Salve quanto costa quell articolo,srarto
E in offerta costa dieci euro,pigruieti
Tutto bene grazie,sigreti
Prendiamo un caffe al bar,pero io a che bar
"Certo volentieri, io lo prendero macchiato",sigreti
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,bene io grazie io
Quanto costa il biglietto,e greti
Purtroppo non lo so pero potresti chiedere all autista,pieret io
Va bene grazie lo stesso,si lei lo
Prego,pigregi
Perfetto vorrei comprarne due.,e e e lo
Certo ecco a lei vuole un sacchetto,e grazie certo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero e che bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero io a
Piacere Luigi come stai,pierei io io stai
Tutto bene tu,si grazie e lo
