Truth,Decoded
Salve quanto costa quell articolo,siarugeo
E in offerta costa dieci euro,piagrueti
Tutto bene grazie,piarui
Prendiamo un caffe al bar,e e e e
"Certo volentieri, io lo prendero macchiato",piagruzi
A che ora arriva il pullman,siaraei
Dovrebbe arrivare tra qualche minuto,saraz iliciti
Quanto costa il biglietto,io grazie
Purtroppo non lo so pero potresti chiedere all autista,piareai
Va bene grazie lo stesso,piarueti
Prego,piagruai
Perfetto vorrei comprarne due.,piarae e io
Certo ecco a lei vuole un sacchetto,siaruei
Si grazie e arrivederci,piagruzi
Le auguro una buona giornata,piarue e
Buongiorno io sono Mario,piruearir
Buonasera io sono Mario,preazr
Piacere Luigi come stai,piarueti
Tutto bene tu,siara io
