Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,pigrueti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prfet io a e a
"Certo volentieri, io lo prendero macchiato",si greti
A che ora arriva il pullman,si e si
Dovrebbe arrivare tra qualche minuto,prego e e lei lo
Quanto costa il biglietto,si grurti
Purtroppo non lo so pero potresti chiedere all autista,piagreti
Va bene grazie lo stesso,si e si
Prego,sigreai
Perfetto vorrei comprarne due.,pero e dieci
Certo ecco a lei vuole un sacchetto,si grazie si
Si grazie e arrivederci,piareai
Le auguro una buona giornata,pirer mctr
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preiar
Piacere Luigi come stai,pirereai
Tutto bene tu,si grazie e
