Truth,Decoded
Salve quanto costa quell articolo,e featuantro io
E in offerta costa dieci euro,e grazie
Tutto bene grazie,prego e
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",pgretietr
A che ora arriva il pullman,si grazie eive a
Dovrebbe arrivare tra qualche minuto,prendero io grazie euro
Quanto costa il biglietto,prateto
Purtroppo non lo so pero potresti chiedere all autista,e tutto e e costa
Va bene grazie lo stesso,e grazie io
Prego,prego
Perfetto vorrei comprarne due.,si grazie mario lo
Certo ecco a lei vuole un sacchetto,e graiovei sono
Si grazie e arrivederci,si lei
Le auguro una buona giornata,srfetarto a ciolbe lo
Buongiorno io sono Mario,bruogio mario
Buonasera io sono Mario,prego io sono mario
Piacere Luigi come stai,pero io come stai
Tutto bene tu,tra lo e lo
