Truth,Decoded
Salve quanto costa quell articolo,salve uartrocoteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruatar
A che ora arriva il pullman,e io arivei a
Dovrebbe arrivare tra qualche minuto,pero a cioagrere euro
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,prego si io lo autista
Va bene grazie lo stesso,e rarici lo
Prego,prego
Perfetto vorrei comprarne due.,tra roriariec lo
Certo ecco a lei vuole un sacchetto,preniacvoe atavieo
Si grazie e arrivederci,siretar
Le auguro una buona giornata,e io io come un
Buongiorno io sono Mario,pruoaio
Buonasera io sono Mario,prego lo so io
Piacere Luigi come stai,pereni io io e stai
Tutto bene tu,a le io
