Truth,Decoded
Salve quanto costa quell articolo,a veiuartrococteo
E in offerta costa dieci euro,pegraiegi
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruar
A che ora arriva il pullman,e lei arrivare un
Dovrebbe arrivare tra qualche minuto,prego ciograrie che
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,certo io come autista
Va bene grazie lo stesso,e rarsito
Prego,pero
Perfetto vorrei comprarne due.,tra mario lo
Certo ecco a lei vuole un sacchetto,va reniavu atasieo
Si grazie e arrivederci,piretai
Le auguro una buona giornata,paeretuato io come tra
Buongiorno io sono Mario,brugario
Buonasera io sono Mario,prenioi lo so a
Piacere Luigi come stai,piacere si io stai
Tutto bene tu,un e lo
