Truth,Decoded
Salve quanto costa quell articolo,sarero io
E in offerta costa dieci euro,pigruiei
Tutto bene grazie,sigrui
Prendiamo un caffe al bar,prego a come bar
"Certo volentieri, io lo prendero macchiato",pirei
A che ora arriva il pullman,pigre e io
Dovrebbe arrivare tra qualche minuto,pero io grazie certo
Quanto costa il biglietto,e tutto
Purtroppo non lo so pero potresti chiedere all autista,pigrel autista
Va bene grazie lo stesso,si io lo
Prego,pigrugi
Perfetto vorrei comprarne due.,pero arelio
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero costa
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero a
Piacere Luigi come stai,pero io a
Tutto bene tu,sigrai e io
