Truth,Decoded
Salve quanto costa quell articolo,stai artrocostsei
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,perendao un caffe almar
"Certo volentieri, io lo prendero macchiato",praiar
A che ora arriva il pullman,e grazie arrivare all
Dovrebbe arrivare tra qualche minuto,prego io grazie ecco
Quanto costa il biglietto,perati
Purtroppo non lo so pero potresti chiedere all autista,certo si e e autista
Va bene grazie lo stesso,e grairi io
Prego,pgratgo
Perfetto vorrei comprarne due.,pero e ecco lo
Certo ecco a lei vuole un sacchetto,e ranidvi io sono
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,caffe tutto a come bar
Buongiorno io sono Mario,pruongio mario
Buonasera io sono Mario,prego lo so io
Piacere Luigi come stai,piacere io io come stai
Tutto bene tu,rato e lo
