Truth,Decoded
Salve quanto costa quell articolo,a raiuartro cocteo
E in offerta costa dieci euro,e reiei
Tutto bene grazie,e si
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pero
A che ora arriva il pullman,e grazie rivace a
Dovrebbe arrivare tra qualche minuto,va bene lo grere io
Quanto costa il biglietto,e ratrti
Purtroppo non lo so pero potresti chiedere all autista,pero io e e e una
Va bene grazie lo stesso,pereri lo
Prego,pirei
Perfetto vorrei comprarne due.,e lo erarico
Certo ecco a lei vuole un sacchetto,e prego lo va io
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,piacere mario io come tra
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego io so io
Piacere Luigi come stai,piacere io io si stai
Tutto bene tu,bene io
