Truth,Decoded
Salve quanto costa quell articolo,siraro
E in offerta costa dieci euro,pigrueai
Tutto bene grazie,pigrui
Prendiamo un caffe al bar,pero io a e bar
"Certo volentieri, io lo prendero macchiato",pigrui
A che ora arriva il pullman,sigrueti
Dovrebbe arrivare tra qualche minuto,srunzo grazie lo
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigruti
Va bene grazie lo stesso,pigruei
Prego,pigruai
Perfetto vorrei comprarne due.,pirue e io
Certo ecco a lei vuole un sacchetto,sigruie io
Si grazie e arrivederci,pigruai
Le auguro una buona giornata,pigrar stai
Buongiorno io sono Mario,pigruai
Buonasera io sono Mario,preiar
Piacere Luigi come stai,pirereai
Tutto bene tu,pigruzeo e
