Truth,Decoded
Salve quanto costa quell articolo,e lei quanto costa
E in offerta costa dieci euro,e grazie
Tutto bene grazie,piretirti
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",srutietr
A che ora arriva il pullman,e grazie arriva e a
Dovrebbe arrivare tra qualche minuto,doret e rovgrere euro
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,pirutr io e e autista
Va bene grazie lo stesso,e gratirieieto
Prego,sigrazigo
Perfetto vorrei comprarne due.,sirazi eoerers che lo
Certo ecco a lei vuole un sacchetto,e graniavie a vieto
Si grazie e arrivederci,siretai
Le auguro una buona giornata,piaereiuo lo a come tra
Buongiorno io sono Mario,pruogioario
Buonasera io sono Mario,printiri lo so io
Piacere Luigi come stai,pero io io e stai
Tutto bene tu,a e io
