Truth,Decoded
Salve quanto costa quell articolo,a lieati a cocteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",praziear
A che ora arriva il pullman,e io rivre e bar
Dovrebbe arrivare tra qualche minuto,va bene a crovgrarieihehuto
Quanto costa il biglietto,pratiti
Purtroppo non lo so pero potresti chiedere all autista,pirut io come autista
Va bene grazie lo stesso,si gratirigileto
Prego,si grazie
Perfetto vorrei comprarne due.,e raziroceriarieci lo
Certo ecco a lei vuole un sacchetto,e graidacio atasieco
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,piacere a cimafe bar
Buongiorno io sono Mario,pruogio mario
Buonasera io sono Mario,pruaiao sono io
Piacere Luigi come stai,pero dieci io e stai
Tutto bene tu,rfat lo lo
