Truth,Decoded
Salve quanto costa quell articolo,a beuantro io
E in offerta costa dieci euro,e grazie e io
Tutto bene grazie,si prego io
Prendiamo un caffe al bar,e renamo a che al e
"Certo volentieri, io lo prendero macchiato",e e
A che ora arriva il pullman,e grazie e a
Dovrebbe arrivare tra qualche minuto,va bene lo grazie certo
Quanto costa il biglietto,e gruato
Purtroppo non lo so pero potresti chiedere all autista,io bene e e lo una
Va bene grazie lo stesso,e a e io io lo
Prego,si lei
Perfetto vorrei comprarne due.,pero lo erari lo lo
Certo ecco a lei vuole un sacchetto,e grazie mario
Si grazie e arrivederci,piaregai
Le auguro una buona giornata,a reatoaero ciolm all
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego e io so io
Piacere Luigi come stai,pero io io lo e stai
Tutto bene tu,e a e lo
