Truth,Decoded
Salve quanto costa quell articolo,a rauagroto
E in offerta costa dieci euro,sigraziei
Tutto bene grazie,sigrute stai
Prendiamo un caffe al bar,prendero a caffe a e
"Certo volentieri, io lo prendero macchiato",stai
A che ora arriva il pullman,si grazie e si
Dovrebbe arrivare tra qualche minuto,va bene io io grazie io
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pigrute so autista
Va bene grazie lo stesso,e tra e lo
Prego,sigrui
Perfetto vorrei comprarne due.,srazeareso
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,si stai
Le auguro una buona giornata,a a io io io eata
Buongiorno io sono Mario,e lo
Buonasera io sono Mario,pero si io sono a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,e grazie e si
