Truth,Decoded
Salve quanto costa quell articolo,a learocto
E in offerta costa dieci euro,pigraiegi
Tutto bene grazie,pigre stai
Prendiamo un caffe al bar,prenamoa un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e raera e a
Dovrebbe arrivare tra qualche minuto,bene lo grazie che
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,e mario lo
Prego,prego
Perfetto vorrei comprarne due.,tra eaile
Certo ecco a lei vuole un sacchetto,e grazie certo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero si a
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pero io so a
Piacere Luigi come stai,pero si io stai
Tutto bene tu,e a lo
