Truth,Decoded
Salve quanto costa quell articolo,si lei uaercteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,si e si
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",siretiar
A che ora arriva il pullman,io stai ctivcme e bar
Dovrebbe arrivare tra qualche minuto,vrent e io grerieto
Quanto costa il biglietto,piruti
Purtroppo non lo so pero potresti chiedere all autista,si rutr come e autista
Va bene grazie lo stesso,si gratieto
Prego,si graztgi
Perfetto vorrei comprarne due.,si razieroceriaric lo
Certo ecco a lei vuole un sacchetto,si grazieiei actaseo
Si grazie e arrivederci,si stai
Le auguro una buona giornata,pieretoeto a come e artan
Buongiorno io sono Mario,pruoaio
Buonasera io sono Mario,prani lo sono mario
Piacere Luigi come stai,pero cicmoe stai
Tutto bene tu,e gratoego
