Truth,Decoded
Salve quanto costa quell articolo,a bene uaerocosteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",srutiear
A che ora arriva il pullman,e grazie e a
Dovrebbe arrivare tra qualche minuto,come ecrovgrere minuto
Quanto costa il biglietto,pruti
Purtroppo non lo so pero potresti chiedere all autista,pirete e e autista
Va bene grazie lo stesso,e grairieto
Prego,pigrazti
Perfetto vorrei comprarne due.,sireazi eocrarielia
Certo ecco a lei vuole un sacchetto,e grazie aoasioeto
Si grazie e arrivederci,siretai
Le auguro una buona giornata,piaeretoro a come altar
Buongiorno io sono Mario,tra io
Buonasera io sono Mario,pero lo so a
Piacere Luigi come stai,piereil io si come stai
Tutto bene tu,e e lo
