Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,pigruieai
Tutto bene grazie,pigreai
Prendiamo un caffe al bar,e a a le bar
"Certo volentieri, io lo prendero macchiato",pigruai
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,prego io e lei lo
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigre un
Va bene grazie lo stesso,pigru e
Prego,pigruai
Perfetto vorrei comprarne due.,pirugre e due un
Certo ecco a lei vuole un sacchetto,si graiui e si
Si grazie e arrivederci,piagruai
Le auguro una buona giornata,pirar si stai
Buongiorno io sono Mario,pruario
Buonasera io sono Mario,pero a
Piacere Luigi come stai,pirei reutiti
Tutto bene tu,pigruzeo lei
