Truth,Decoded
Salve quanto costa quell articolo,e retiuartro io
E in offerta costa dieci euro,e raziego
Tutto bene grazie,pero e
Prendiamo un caffe al bar,prendiamo un come a bar
"Certo volentieri, io lo prendero macchiato",pretite
A che ora arriva il pullman,e grazie rivae npuan
Dovrebbe arrivare tra qualche minuto,bene io grazie minuto
Quanto costa il biglietto,pratrto
Purtroppo non lo so pero potresti chiedere all autista,pero io io come e autista
Va bene grazie lo stesso,e rairi certo
Prego,prego
Perfetto vorrei comprarne due.,pero lo eraric lo
Certo ecco a lei vuole un sacchetto,e raivi atacieo
Si grazie e arrivederci,sirertr
Le auguro una buona giornata,perfetuarto a come grata
Buongiorno io sono Mario,brengio sono mario
Buonasera io sono Mario,in io sono sono mario
Piacere Luigi come stai,piacere io io io stai
Tutto bene tu,tra e io
