Truth,Decoded
Salve quanto costa quell articolo,a certo lo
E in offerta costa dieci euro,prego io
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,pero a
Dovrebbe arrivare tra qualche minuto,e bene io grazie io
Quanto costa il biglietto,pruti
Purtroppo non lo so pero potresti chiedere all autista,pieretai
Va bene grazie lo stesso,e lo
Prego,prego
Perfetto vorrei comprarne due.,e ora
Certo ecco a lei vuole un sacchetto,e tra lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,e io io come
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,prego so io
Piacere Luigi come stai,pero e io e stai
Tutto bene tu,tra io
