Truth,Decoded
Salve quanto costa quell articolo,lei uartrocosteo
E in offerta costa dieci euro,e grazietgi
Tutto bene grazie,prego a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",praiar
A che ora arriva il pullman,pereaie arivrce a
Dovrebbe arrivare tra qualche minuto,dovrebbe cioagrecrie tutto
Quanto costa il biglietto,pratiti
Purtroppo non lo so pero potresti chiedere all autista,prego e lo il autista
Va bene grazie lo stesso,perairticl lo
Prego,prego
Perfetto vorrei comprarne due.,prairoriai lo
Certo ecco a lei vuole un sacchetto,pereidcfoa atasto
Si grazie e arrivederci,pirerti
Le auguro una buona giornata,piaeredo a come bar
Buongiorno io sono Mario,tra mario
Buonasera io sono Mario,pruni a so bar
Piacere Luigi come stai,piacere cicoe stai
Tutto bene tu,prego
