Truth,Decoded
Salve quanto costa quell articolo,e latuantrocsi
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pigrut a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,e graierive un
Dovrebbe arrivare tra qualche minuto,e bene io grazie tutto
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,prego e olaita
Va bene grazie lo stesso,e grazie giti
Prego,prui
Perfetto vorrei comprarne due.,pero roedir lo
Certo ecco a lei vuole un sacchetto,e grazie atasito
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pretoeto oacioe tra
Buongiorno io sono Mario,bruaio
Buonasera io sono Mario,pero io sono mario
Piacere Luigi come stai,pero io si che stai
Tutto bene tu,a io lo io
