Truth,Decoded
Salve quanto costa quell articolo,sareroto
E in offerta costa dieci euro,pigruiegi
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,dereao a vuole bar
"Certo volentieri, io lo prendero macchiato",pigreti
A che ora arriva il pullman,si e si
Dovrebbe arrivare tra qualche minuto,prendero io e lei io
Quanto costa il biglietto,si greti
Purtroppo non lo so pero potresti chiedere all autista,piegretiti
Va bene grazie lo stesso,si e io
Prego,pigruai
Perfetto vorrei comprarne due.,pero e e
Certo ecco a lei vuole un sacchetto,e grazie lei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,e ora e io bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero a
Piacere Luigi come stai,pero io stai
Tutto bene tu,si grazie e lo
