Truth,Decoded
Salve quanto costa quell articolo,a lei atrcostseo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,sgru e
Prendiamo un caffe al bar,prenda lo a che a bar
"Certo volentieri, io lo prendero macchiato",sruaiar
A che ora arriva il pullman,si grazie rivae un
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pgruatr io lo autista
Va bene grazie lo stesso,e grazie lo
Prego,sigrazgi
Perfetto vorrei comprarne due.,grazie roeraro lo io
Certo ecco a lei vuole un sacchetto,e grazie costa
Si grazie e arrivederci,sigretr
Le auguro una buona giornata,pero certo a come tra
Buongiorno io sono Mario,un mario
Buonasera io sono Mario,pruai io sono io
Piacere Luigi come stai,prego io si lo e stai
Tutto bene tu,io lo
