Truth,Decoded
Salve quanto costa quell articolo,e reiatrocso
E in offerta costa dieci euro,grazie io
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prutai
A che ora arriva il pullman,e grazie io bar
Dovrebbe arrivare tra qualche minuto,prego io grazie euro
Quanto costa il biglietto,pratai
Purtroppo non lo so pero potresti chiedere all autista,piretr io autista
Va bene grazie lo stesso,pero
Prego,pirei
Perfetto vorrei comprarne due.,pero io erari lo
Certo ecco a lei vuole un sacchetto,e grazie atiei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pireoatocm e a
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,pero so mario
Piacere Luigi come stai,pero io io lo e stai
Tutto bene tu,tra io
